"No.","Time","Source","Destination","Protocol","Length","Leftover Capture Data","wValue","Info"
"41","127.081621000","host","7.0","USB","65","01","0x7f92","URB_CONTROL out"
"43","127.086167000","host","7.0","USB","65","01","0xe600","URB_CONTROL out"
"45","127.090491000","host","7.0","USB","65","01","0x7f92","URB_CONTROL out"
"47","127.094907000","host","7.0","USB","65","01","0xe600","URB_CONTROL out"
"49","127.099241000","host","7.0","USB","80","90e668e0ff74fff0e0b40b04eff0d322","0x0368","URB_CONTROL out"
"51","127.105761000","host","7.0","USB","70","90e668eff0c3","0x0378","URB_CONTROL out"
"53","127.109331000","host","7.0","USB","65","22","0x037e","URB_CONTROL out"
"55","127.113853000","host","7.0","USB","80","907fe9e064a360030202c5a3e0750800","0x01b5","URB_CONTROL out"
"57","127.118253000","host","7.0","USB","80","f509a3e0fee4ee4208907feee0750a00","0x01c5","URB_CONTROL out"
"59","127.122629000","host","7.0","USB","80","f50ba3e0fee4ee420a907fe8e0644070","0x01d5","URB_CONTROL out"
"61","127.126999000","host","7.0","USB","80","64e50b450a70030202d6e4907fc5f090","0x01e5","URB_CONTROL out"
"63","127.131362000","host","7.0","USB","80","7fb4e020e3f9907fc5e0750c00f50de4","0x01f5","URB_CONTROL out"
"65","127.135750000","host","7.0","USB","80","fcfdc3ed950dec950c501f74c02df582","0x0205","URB_CONTROL out"
"67","127.140116000","host","7.0","USB","80","e4347ef583e0ffe5092df582e5083cf5","0x0215","URB_CONTROL out"
"69","127.144530000","host","7.0","USB","80","83eff00dbd00010c80d8e50d2509f509","0x0225","URB_CONTROL out"
"71","127.148869000","host","7.0","USB","80","e50c3508f508c3e50b950df50be50a95","0x0235","URB_CONTROL out"
"73","127.153273000","host","7.0","USB","80","0cf50a809c907fe8e064c060030202d6","0x0245","URB_CONTROL out"
"75","127.157667000","host","7.0","USB","80","e50b450a607bc3e50b9440e50a940050","0x0255","URB_CONTROL out"
"77","127.162097000","host","7.0","USB","80","08850a0c850b0d8006750c00750d40e4","0x0265","URB_CONTROL out"
"79","127.166519000","host","7.0","USB","80","fcfdc3ed950dec950c501fe5092df582","0x0275","URB_CONTROL out"
"81","127.170858000","host","7.0","USB","80","e5083cf583e0ff74002df582e4347ff5","0x0285","URB_CONTROL out"
"83","127.175300000","host","7.0","USB","80","83eff00dbd00010c80d8907fb5e50df0","0x0295","URB_CONTROL out"
"85","127.179752000","host","7.0","USB","80","2509f509e50c3508f508c3e50b950df5","0x02a5","URB_CONTROL out"
"87","127.184175000","host","7.0","USB","80","0be50a950cf50a907fb4e030e29280f7","0x02b5","URB_CONTROL out"
"89","127.188624000","host","7.0","USB","80","907fe9e0b4ac0ae4907f00f0907fb504","0x02c5","URB_CONTROL out"
"91","127.193003000","host","7.0","USB","72","f0907fb4e04402f0","0x02d5","URB_CONTROL out"
"93","127.197557000","host","7.0","USB","65","22","0x02dd","URB_CONTROL out"
"95","127.202020000","host","7.0","USB","80","90e6b9e064a36003020198a3e0750800","0x0080","URB_CONTROL out"
"97","127.206371000","host","7.0","USB","80","f509a3e0fee4ee420890e6bee0750a00","0x0090","URB_CONTROL out"
"99","127.210830000","host","7.0","USB","80","f50ba3e0fee4ee420a90e6b8e0644070","0x00a0","URB_CONTROL out"
"101","127.215271000","host","7.0","USB","80","66e50b450a70030201ade490e68af0a3","0x00b0","URB_CONTROL out"
"103","127.219620000","host","7.0","USB","80","f090e6a0e020e1f990e68be0750c00f5","0x00c0","URB_CONTROL out"
"105","127.224132000","host","7.0","USB","80","0de4fcfdc3ed950dec950c501f74402d","0x00d0","URB_CONTROL out"
"107","127.228493000","host","7.0","USB","80","f582e434e7f583e0ffe5092df582e508","0x00e0","URB_CONTROL out"
"109","127.232870000","host","7.0","USB","80","3cf583eff00dbd00010c80d8e50d2509","0x00f0","URB_CONTROL out"
"111","127.237257000","host","7.0","USB","80","f509e50c3508f508c3e50b950df50be5","0x0100","URB_CONTROL out"
"113","127.241636000","host","7.0","USB","80","0a950cf50a809a90e6b8e064c0600302","0x0110","URB_CONTROL out"
"115","127.246143000","host","7.0","USB","80","01ade50b450a70030201adc3e50b9440","0x0120","URB_CONTROL out"
"117","127.250493000","host","7.0","USB","80","e50a94005008850a0c850b0d8006750c","0x0130","URB_CONTROL out"
"119","127.254883000","host","7.0","USB","80","00750d40e4fcfdc3ed950dec950c501f","0x0140","URB_CONTROL out"
"121","127.259232000","host","7.0","USB","80","e5092df582e5083cf583e0ff74402df5","0x0150","URB_CONTROL out"
"123","127.271215000","host","7.0","USB","80","82e434e7f583eff00dbd00010c80d8e4","0x0160","URB_CONTROL out"
"125","127.275401000","host","7.0","USB","80","90e68af0a3e50df02509f509e50c3508","0x0170","URB_CONTROL out"
"127","127.279871000","host","7.0","USB","80","f508c3e50b950df50be50a950cf50a90","0x0180","URB_CONTROL out"
"129","127.284245000","host","7.0","USB","80","e6a0e030e18c80f790e6b9e0b4ac0e90","0x0190","URB_CONTROL out"
"131","127.288635000","host","7.0","USB","80","e7407401f0e490e68af0a304f090e6a0","0x01a0","URB_CONTROL out"
"133","127.292997000","host","7.0","USB","68","e04480f0","0x01b0","URB_CONTROL out"
"135","127.297367000","host","7.0","USB","65","22","0x01b4","URB_CONTROL out"
"137","127.301733000","host","7.0","USB","80","c2011203689200907f95e044c0f0d2e8","0x02de","URB_CONTROL out"
"139","127.306116000","host","7.0","USB","80","30000890e65d74fff08006907fab74ff","0x02ee","URB_CONTROL out"
"141","127.310500000","host","7.0","USB","80","f030000890e6687408f08007907fafe0","0x02fe","URB_CONTROL out"
"143","127.314863000","host","7.0","USB","80","4401f030000890e65c7401f08006907f","0x030e","URB_CONTROL out"
"145","127.319241000","host","7.0","USB","80","ae7401f0d2af3001fd30000512008080","0x031e","URB_CONTROL out"
"147","127.323603000","host","7.0","USB","72","031201b5c20180ee","0x032e","URB_CONTROL out"
"149","127.327945000","host","7.0","USB","67","020336","0x0003","URB_CONTROL out"
"151","127.332385000","host","7.0","USB","80","c0e0c083c082c085c084c086758600d2","0x0336","URB_CONTROL out"
"153","127.341522000","host","7.0","USB","80","015391ef30000890e65d7401f0800690","0x0346","URB_CONTROL out"
"155","127.347992000","host","7.0","USB","80","7fab7401f0d086d084d085d082d083d0","0x0356","URB_CONTROL out"
"157","127.353014000","host","7.0","USB","66","e032","0x0366","URB_CONTROL out"
"159","127.357374000","host","7.0","USB","67","020400","0x0043","URB_CONTROL out"
"161","127.361825000","host","7.0","USB","68","02033600","0x0400","URB_CONTROL out"
"163","127.366245000","host","7.0","USB","67","02037f","0x0000","URB_CONTROL out"
"165","127.370987000","host","7.0","USB","76","787fe4f6d8fd7581200202de","0x037f","URB_CONTROL out"
"167","127.375403000","host","7.0","USB","65","00","0x7f92","URB_CONTROL out"
"169","127.379779000","host","7.0","USB","65","00","0xe600","URB_CONTROL out"
"171","127.383729000","host","7.0","USB","65","01","0x7f92","URB_CONTROL out"
"173","127.388127000","host","7.0","USB","65","01","0xe600","URB_CONTROL out"
"175","127.392500000","host","7.0","USB","66","c105","0x095e","URB_CONTROL out"
"177","127.396882000","host","7.0","USB","80","90e6007410f0120f1800000090e61274","0x0cb8","URB_CONTROL out"
"179","127.401234000","host","7.0","USB","80","a0f0000000e490e613f000000090e614","0x0cc8","URB_CONTROL out"
"181","127.405774000","host","7.0","USB","80","74e0f0000000e490e615f000000090e6","0x0cd8","URB_CONTROL out"
"183","127.410358000","host","7.0","USB","80","047480f00000007402f00000007406f0","0x0ce8","URB_CONTROL out"
"185","127.414835000","host","7.0","USB","80","000000e4f000000090e61804f0000000","0x0cf8","URB_CONTROL out"
"187","127.419226000","host","7.0","USB","80","7411f000000090e61a7409f000000090","0x0d08","URB_CONTROL out"
"189","127.430604000","host","7.0","USB","80","e6d27402f000000090e6e214f0000000","0x0d18","URB_CONTROL out"
"191","127.435077000","host","7.0","USB","80","e490e671f075b4ff90e670f075b280c2","0x0d28","URB_CONTROL out"
"193","127.439495000","host","7.0","USB","80","a4c2a3c2a2c2a7c2a6c2a5f51df51a12","0x0d38","URB_CONTROL out"
"195","127.444019000","host","7.0","USB","74","130990e67ae04401f022","0x0d48","URB_CONTROL out"
"197","127.448356000","host","7.0","USB","80","e51d64017031751d0290e6f574fff090","0x0b7b","URB_CONTROL out"
"199","127.452718000","host","7.0","USB","80","e6047480f00000007402f00000007406","0x0b8b","URB_CONTROL out"
"201","127.457108000","host","7.0","USB","80","f0000000e4f0000000fffe000fbf0001","0x0b9b","URB_CONTROL out"
"203","127.461517000","host","7.0","USB","80","0ebe03f7bfe8f4e5bb30e72590e6f4e0","0x0bab","URB_CONTROL out"
"205","127.465849000","host","7.0","USB","80","30e01ee5ac20e019e5bb30e7fb90e6d0","0x0bbb","URB_CONTROL out"
"207","127.470352000","host","7.0","USB","80","7428f0000000e490e6d1f000000075bb","0x0bcb","URB_CONTROL out"
"209","127.474756000","host","7.0","USB","65","06","0x0bdb","URB_CONTROL out"
"211","127.479122000","host","7.0","USB","65","22","0x0bdc","URB_CONTROL out"
"213","127.483518000","host","7.0","USB","66","d322","0x0028","URB_CONTROL out"
"215","127.487859000","host","7.0","USB","66","d322","0x0040","URB_CONTROL out"
"217","127.492222000","host","7.0","USB","66","d322","0x0046","URB_CONTROL out"
"219","127.496629000","host","7.0","USB","80","90e680e030e71800000090e6247402f0","0x104c","URB_CONTROL out"
"221","127.505913000","host","7.0","USB","80","000000e490e625f0000000d205801600","0x105c","URB_CONTROL out"
"223","127.510363000","host","7.0","USB","80","0000e490e624f000000090e6257440f0","0x106c","URB_CONTROL out"
"225","127.517212000","host","7.0","USB","77","000000c20590e6bae0f51bd322","0x107c","URB_CONTROL out"
"227","127.521646000","host","7.0","USB","80","90e740e51bf0e490e68af090e68b04f0","0x12dd","URB_CONTROL out"
"229","127.526013000","host","7.0","USB","66","d322","0x12ed","URB_CONTROL out"
"231","127.530424000","host","7.0","USB","72","90e6bae0f518d322","0x1301","URB_CONTROL out"
"233","127.538195000","host","7.0","USB","80","90e740e518f0e490e68af090e68b04f0","0x12ef","URB_CONTROL out"
"235","127.543151000","host","7.0","USB","66","d322","0x12ff","URB_CONTROL out"
"237","127.547499000","host","7.0","USB","66","d322","0x0048","URB_CONTROL out"
"239","127.551865000","host","7.0","USB","66","d322","0x004e","URB_CONTROL out"
"241","127.556256000","host","7.0","USB","66","d322","0x0050","URB_CONTROL out"
"243","127.560628000","host","7.0","USB","80","90e678e05410ffc4540f4450f51913e4","0x0056","URB_CONTROL out"
"245","127.565003000","host","7.0","USB","80","33f51cd20290e6b9e0245e605024f060","0x0066","URB_CONTROL out"
"247","127.569396000","host","7.0","USB","80","3024d2b4080040030204d590008f75f0","0x0076","URB_CONTROL out"
"249","127.573744000","host","7.0","USB","80","03a4c58325f0c5837302024b02029602","0x0086","URB_CONTROL out"
"251","127.578180000","host","7.0","USB","80","02dc0204460204d50204d50204d50204","0x0096","URB_CONTROL out"
"253","127.582654000","host","7.0","USB","80","65a205e43390e740f0e490e68af090e6","0x00a6","URB_CONTROL out"
"255","127.586985000","host","7.0","USB","80","8b04f090e6a0e04480f00204d790e6ba","0x00b6","URB_CONTROL out"
"257","127.591362000","host","7.0","USB","80","e0752d00f52ea3e0fee4ee422d90e6be","0x00c6","URB_CONTROL out"
"259","127.595763000","host","7.0","USB","80","e0752f00f530a3e0fee4ee422f90e6b8","0x00d6","URB_CONTROL out"
"261","127.600131000","host","7.0","USB","80","e064c060030201b3e530452f70030204","0x00e6","URB_CONTROL out"
"263","127.604505000","host","7.0","USB","80","d790e6a0e020e1f9c3e5309440e52f94","0x00f6","URB_CONTROL out"
"265","127.609299000","host","7.0","USB","80","005008852f3185303280067531007532","0x0106","URB_CONTROL out"
"267","127.614112000","host","7.0","USB","80","4090e6b9e0b4a335e4f533f534c3e534","0x0116","URB_CONTROL out"
"269","127.618489000","host","7.0","USB","80","9532e53395315060e52e2534f582e52d","0x0126","URB_CONTROL out"
"271","127.622859000","host","7.0","USB","80","3533f583e0ff74402534f582e434e7f5","0x0136","URB_CONTROL out"
"273","127.627284000","host","7.0","USB","80","83eff00534e5347002053380d0e4f533","0x0146","URB_CONTROL out"
"275","127.631619000","host","7.0","USB","80","f534c3e5349532e53395315018744025","0x0156","URB_CONTROL out"
"277","127.636100000","host","7.0","USB","80","34f582e434e7f58374cdf00534e53470","0x0166","URB_CONTROL out"
"279","127.640485000","host","7.0","USB","80","02053380ddad327ae779407ee77f40ab","0x0176","URB_CONTROL out"
"281","127.645127000","host","7.0","USB","80","07af2eae2d120fbde490e68af090e68b","0x0186","URB_CONTROL out"
"283","127.649480000","host","7.0","USB","80","e532f0252ef52ee531352df52dc3e530","0x0196","URB_CONTROL out"
"285","127.653874000","host","7.0","USB","80","9532f530e52f9531f52f0200ee90e6b8","0x01a6","URB_CONTROL out"
"287","127.658245000","host","7.0","USB","80","e0644060030204d7e530452f70030204","0x01b6","URB_CONTROL out"
"289","127.662626000","host","7.0","USB","80","d7e490e68af090e68bf090e6a0e020e1","0x01c6","URB_CONTROL out"
"291","127.666979000","host","7.0","USB","80","f990e68be0753100f53290e6b9e0b4a3","0x01d6","URB_CONTROL out"
"293","127.671379000","host","7.0","USB","80","35e4f533f534c3e5349532e533953150","0x01e6","URB_CONTROL out"
"295","127.675745000","host","7.0","USB","80","3874402534f582e434e7f583e0ffe52e","0x01f6","URB_CONTROL out"
"297","127.680089000","host","7.0","USB","80","2534f582e52d3533f583eff00534e534","0x0206","URB_CONTROL out"
"299","127.684525000","host","7.0","USB","80","7002053380d0ad327ae779407ee77f40","0x0216","URB_CONTROL out"
"301","127.689340000","host","7.0","USB","80","ab07af2eae2d12112de532252ef52ee5","0x0226","URB_CONTROL out"
"303","127.693726000","host","7.0","USB","80","31352df52dc3e5309532f530e52f9531","0x0236","URB_CONTROL out"
"305","127.698119000","host","7.0","USB","80","f52f0201bee490e68af090e68bf090e6","0x0246","URB_CONTROL out"
"307","127.702510000","host","7.0","USB","80","a0e020e1f990e740e0f5351460291460","0x0256","URB_CONTROL out"
"309","127.706900000","host","7.0","USB","80","1d24fd601024fb60030204d7c2a4d2a3","0x0266","URB_CONTROL out"
"311","127.711687000","host","7.0","USB","80","d2a20204d7c2a4c2a3c2a20204d7c2a4","0x0276","URB_CONTROL out"
"313","127.716125000","host","7.0","USB","80","c2a3d2a20204d7c2a4d2a3c2a20204d7","0x0286","URB_CONTROL out"
"315","127.720498000","host","7.0","USB","80","e490e68af090e68bf090e6a0e020e1f9","0x0296","URB_CONTROL out"
"317","127.724881000","host","7.0","USB","80","90e740e0f53524fe601a24fd600d24fb","0x02a6","URB_CONTROL out"
"319","127.729258000","host","7.0","USB","80","701bc2a7d2a6d2a50204d7c2a7c2a6c2","0x02b6","URB_CONTROL out"
"321","127.733596000","host","7.0","USB","80","a50204d7c2a7c2a6d2a50204d7c2a7d2","0x02c6","URB_CONTROL out"
"323","127.737997000","host","7.0","USB","80","a6c2a50204d7e490e68af090e68bf090","0x02d6","URB_CONTROL out"
"325","127.742371000","host","7.0","USB","80","e6a0e020e1f990e740e0f535120ef203","0x02e6","URB_CONTROL out"
"327","127.746728000","host","7.0","USB","80","880103740403600803c20a034d1003af","0x02f6","URB_CONTROL out"
"329","127.752322000","host","7.0","USB","80","14033b1803291e031730039c32000003","0x0306","URB_CONTROL out"
"331","127.756752000","host","7.0","USB","80","d390e60174eaf090e05074fff0751a01","0x0316","URB_CONTROL out"
"333","127.761117000","host","7.0","USB","80","0203d390e60174aaf090e05074fff075","0x0326","URB_CONTROL out"
"335","127.765499000","host","7.0","USB","80","1a010203d390e60174caf090e05074fb","0x0336","URB_CONTROL out"
"337","127.769857000","host","7.0","USB","80","f0751a010203d390e60174caf090e040","0x0346","URB_CONTROL out"
"339","127.774283000","host","7.0","USB","80","7401f0a3f0e4f51a807390e60174caf0","0x0356","URB_CONTROL out"
"341","127.778615000","host","7.0","USB","80","90e0407402f0a304f0e4f51a805f90e6","0x0366","URB_CONTROL out"
"343","127.782988000","host","7.0","USB","80","0174caf090e0407405f0a304f0e4f51a","0x0376","URB_CONTROL out"
"345","127.787390000","host","7.0","USB","80","804b90e60174caf090e0407417f0a304","0x0386","URB_CONTROL out"
"347","127.791758000","host","7.0","USB","80","f0e4f51a803790e60174caf090e04074","0x0396","URB_CONTROL out"
"349","127.796110000","host","7.0","USB","80","30f0a3f0e4f51a802490e60174caf090","0x03a6","URB_CONTROL out"
"351","127.800510000","host","7.0","USB","80","e0407478f0a3f0e4f51a801190e60174","0x03b6","URB_CONTROL out"
"353","127.804866000","host","7.0","USB","80","caf090e04074f0f0a3f0e4f51a90e6f5","0x03c6","URB_CONTROL out"
"355","127.809303000","host","7.0","USB","80","74fff090e080e090e6f3f090e081e090","0x03d6","URB_CONTROL out"
"357","127.813742000","host","7.0","USB","80","e6c3f090e082e090e6c1f090e083e090","0x03e6","URB_CONTROL out"
"359","127.818255000","host","7.0","USB","80","e6c2f090e085e090e6c0f090e086e090","0x03f6","URB_CONTROL out"
"361","127.822624000","host","7.0","USB","80","e6f4f075af07e51ab4010a74e0f59a74","0x0406","URB_CONTROL out"
"363","127.826986000","host","7.0","USB","80","87f59b800874e0f59a7400f59b759de4","0x0416","URB_CONTROL out"
"365","127.831364000","host","7.0","USB","80","e4f59ef533f53490e67be090e67cf005","0x0426","URB_CONTROL out"
"367","127.835763000","host","7.0","USB","80","34e534700205336480453370ea0204d7","0x0436","URB_CONTROL out"
"369","127.840067000","host","7.0","USB","80","e490e68af090e68bf090e6a0e020e1f9","0x0446","URB_CONTROL out"
"371","127.844481000","host","7.0","USB","80","90e740e0f53564017077751d01807290","0x0456","URB_CONTROL out"
"373","127.848886000","host","7.0","USB","80","e6bae0752d00f52ea3e0fee4ee422d90","0x0466","URB_CONTROL out"
"375","127.855195000","host","7.0","USB","80","e6bee0752f00f530a3e0fee4ee422fe5","0x0476","URB_CONTROL out"
"377","127.861219000","host","7.0","USB","80","30452f604c90e6a0e020e1f9c3e53094","0x0486","URB_CONTROL out"
"379","127.865683000","host","7.0","USB","80","40e52f94005008852f31853032800675","0x0496","URB_CONTROL out"
"381","127.871737000","host","7.0","USB","80","310075324090e7407401f0e490e68af0","0x04a6","URB_CONTROL out"
"383","127.876240000","host","7.0","USB","80","90e68be532f0252ef52ee531352df52d","0x04b6","URB_CONTROL out"
"385","127.880623000","host","7.0","USB","80","c3e5309532f530e52f9531f52f80b0d3","0x04c6","URB_CONTROL out"
"387","127.884982000","host","7.0","USB","66","22c3","0x04d6","URB_CONTROL out"
"389","127.889375000","host","7.0","USB","65","22","0x04d8","URB_CONTROL out"
"391","127.893747000","host","7.0","USB","80","c0e0c083c082d2015391ef90e65d7401","0x1281","URB_CONTROL out"
"393","127.898125000","host","7.0","USB","72","f0d082d083d0e032","0x1291","URB_CONTROL out"
"395","127.902477000","host","7.0","USB","80","c0e0c083c0825391ef90e65d7404f0d0","0x12b1","URB_CONTROL out"
"397","127.906878000","host","7.0","USB","70","82d083d0e032","0x12c1","URB_CONTROL out"
"399","127.911398000","host","7.0","USB","80","c0e0c083c0825391ef90e65d7402f0d0","0x12c7","URB_CONTROL out"
"401","127.915725000","host","7.0","USB","70","82d083d0e032","0x12d7","URB_CONTROL out"
"403","127.920121000","host","7.0","USB","80","c0e0c083c08290e680e030e70e850a0e","0x1089","URB_CONTROL out"
"405","127.924498000","host","7.0","USB","80","850b0f851210851311800c85120e8513","0x1099","URB_CONTROL out"
"407","127.928851000","host","7.0","USB","80","0f850a10850b115391ef90e65d7410f0","0x10a9","URB_CONTROL out"
"409","127.933265000","host","7.0","USB","71","d082d083d0e032","0x10b9","URB_CONTROL out"
"411","127.937629000","host","7.0","USB","80","c0e0c083c082d2045391ef90e65d7408","0x1299","URB_CONTROL out"
"413","127.942145000","host","7.0","USB","72","f0d082d083d0e032","0x12a9","URB_CONTROL out"
"415","127.946762000","host","7.0","USB","80","c0e0c083c08290e680e030e70e850a0e","0x10c0","URB_CONTROL out"
"417","127.951119000","host","7.0","USB","80","850b0f851210851311800c85120e8513","0x10d0","URB_CONTROL out"
"419","127.955513000","host","7.0","USB","80","0f850a10850b115391ef90e65d7420f0","0x10e0","URB_CONTROL out"
"421","127.959861000","host","7.0","USB","71","d082d083d0e032","0x10f0","URB_CONTROL out"
"423","127.964545000","host","7.0","USB","65","32","0x002a","URB_CONTROL out"
"425","127.968996000","host","7.0","USB","65","32","0x0032","URB_CONTROL out"
"427","127.973369000","host","7.0","USB","65","32","0x0042","URB_CONTROL out"
"429","127.977747000","host","7.0","USB","65","32","0x004a","URB_CONTROL out"
"431","127.982109000","host","7.0","USB","65","32","0x0052","URB_CONTROL out"
"433","127.986489000","host","7.0","USB","65","32","0x0bf9","URB_CONTROL out"
"435","127.990874000","host","7.0","USB","65","32","0x0bfa","URB_CONTROL out"
"437","127.995261000","host","7.0","USB","65","32","0x0bfb","URB_CONTROL out"
"439","127.999608000","host","7.0","USB","65","32","0x0bfc","URB_CONTROL out"
"441","128.013511000","host","7.0","USB","65","32","0x0bfd","URB_CONTROL out"
"443","128.030841000","host","7.0","USB","65","32","0x0bfe","URB_CONTROL out"
"445","128.035276000","host","7.0","USB","65","32","0x0bff","URB_CONTROL out"
"447","128.040399000","host","7.0","USB","65","32","0x0dfa","URB_CONTROL out"
"449","128.044877000","host","7.0","USB","65","32","0x0dfb","URB_CONTROL out"
"451","128.049246000","host","7.0","USB","65","32","0x0dfc","URB_CONTROL out"
"453","128.053758000","host","7.0","USB","65","32","0x0dfd","URB_CONTROL out"
"455","128.058124000","host","7.0","USB","65","32","0x0dfe","URB_CONTROL out"
"457","128.062495000","host","7.0","USB","65","32","0x0dff","URB_CONTROL out"
"459","128.066875000","host","7.0","USB","65","32","0x1311","URB_CONTROL out"
"461","128.071231000","host","7.0","USB","65","32","0x1312","URB_CONTROL out"
"463","128.075601000","host","7.0","USB","65","32","0x1313","URB_CONTROL out"
"465","128.079989000","host","7.0","USB","65","32","0x1314","URB_CONTROL out"
"467","128.084356000","host","7.0","USB","65","32","0x1315","URB_CONTROL out"
"469","128.088764000","host","7.0","USB","65","32","0x1316","URB_CONTROL out"
"471","128.093132000","host","7.0","USB","65","32","0x1317","URB_CONTROL out"
"473","128.097507000","host","7.0","USB","65","32","0x1318","URB_CONTROL out"
"475","128.101878000","host","7.0","USB","65","32","0x1319","URB_CONTROL out"
"477","128.106241000","host","7.0","USB","65","32","0x131a","URB_CONTROL out"
"479","128.111697000","host","7.0","USB","65","32","0x131b","URB_CONTROL out"
"481","128.116153000","host","7.0","USB","65","32","0x131c","URB_CONTROL out"
"483","128.120505000","host","7.0","USB","65","32","0x131d","URB_CONTROL out"
"485","128.124862000","host","7.0","USB","65","32","0x131e","URB_CONTROL out"
"487","128.129267000","host","7.0","USB","65","32","0x131f","URB_CONTROL out"
"489","128.135404000","host","7.0","USB","65","32","0x1320","URB_CONTROL out"
"491","128.141873000","host","7.0","USB","65","32","0x1321","URB_CONTROL out"
"493","128.146280000","host","7.0","USB","65","32","0x1322","URB_CONTROL out"
"495","128.150625000","host","7.0","USB","70","ab07aa06ac05","0x0f73","URB_CONTROL out"
"497","128.155005000","host","7.0","USB","80","e4fde51c6010ea7e000dee2407f582e4","0x0f79","URB_CONTROL out"
"499","128.159352000","host","7.0","USB","80","34e1f583eaf0ebae050d74072ef582e4","0x0f89","URB_CONTROL out"
"501","128.163882000","host","7.0","USB","80","34e1f583ebf0af050d74072ff582e434","0x0f99","URB_CONTROL out"
"503","128.168238000","host","7.0","USB","80","e1f583ecf07ae17b07af19120ddeaf19","0x0fa9","URB_CONTROL out"
"505","128.172630000","host","7.0","USB","67","1210f7","0x0fb9","URB_CONTROL out"
"507","128.179181000","host","7.0","USB","65","22","0x0fbc","URB_CONTROL out"
